paper_id,title,abstract,summary,key_points,authors,year,domain,keywords,embedding,uploaded_by,related_paper_id,relation_type,confidence_score,evidence_text,citation_paper_id,citation_context,question,answer
P408,Research Paper 408,This paper discusses AI model 408 and its performance.,Summary of paper 408 showing insights and results.,accuracy;performance,Author408,2024,AI,AI;ML,"[0.1,0.2,0.3]",U6,P14,neutral,0.81,Evidence sentence showing relationship,P287,Citation context text,What is the result?,The model shows improved performance.
P409,Research Paper 409,This paper discusses AI model 409 and its performance.,Summary of paper 409 showing insights and results.,accuracy;performance,Author409,2018,AI,AI;ML,"[0.1,0.2,0.3]",U5,P6,neutral,0.98,Evidence sentence showing relationship,P89,Citation context text,What is the result?,The model shows improved performance.
P410,Research Paper 410,This paper discusses AI model 410 and its performance.,Summary of paper 410 showing insights and results.,accuracy;performance,Author410,2018,AI,AI;ML,"[0.1,0.2,0.3]",U2,P109,neutral,0.87,Evidence sentence showing relationship,P103,Citation context text,What is the result?,The model shows improved performance.
P411,Research Paper 411,This paper discusses AI model 411 and its performance.,Summary of paper 411 showing insights and results.,accuracy;performance,Author411,2021,AI,AI;ML,"[0.1,0.2,0.3]",U6,P71,contradict,0.98,Evidence sentence showing relationship,P203,Citation context text,What is the result?,The model shows improved performance.
P412,Research Paper 412,This paper discusses AI model 412 and its performance.,Summary of paper 412 showing insights and results.,accuracy;performance,Author412,2018,AI,AI;ML,"[0.1,0.2,0.3]",U3,P389,contradict,0.84,Evidence sentence showing relationship,P490,Citation context text,What is the result?,The model shows improved performance.
P413,Research Paper 413,This paper discusses AI model 413 and its performance.,Summary of paper 413 showing insights and results.,accuracy;performance,Author413,2023,AI,AI;ML,"[0.1,0.2,0.3]",U10,P452,support,0.97,Evidence sentence showing relationship,P36,Citation context text,What is the result?,The model shows improved performance.
P414,Research Paper 414,This paper discusses AI model 414 and its performance.,Summary of paper 414 showing insights and results.,accuracy;performance,Author414,2024,AI,AI;ML,"[0.1,0.2,0.3]",U10,P405,neutral,0.87,Evidence sentence showing relationship,P347,Citation context text,What is the result?,The model shows improved performance.
P415,Research Paper 415,This paper discusses AI model 415 and its performance.,Summary of paper 415 showing insights and results.,accuracy;performance,Author415,2022,AI,AI;ML,"[0.1,0.2,0.3]",U2,P44,contradict,0.88,Evidence sentence showing relationship,P386,Citation context text,What is the result?,The model shows improved performance.
P416,Research Paper 416,This paper discusses AI model 416 and its performance.,Summary of paper 416 showing insights and results.,accuracy;performance,Author416,2023,AI,AI;ML,"[0.1,0.2,0.3]",U9,P419,neutral,0.83,Evidence sentence showing relationship,P256,Citation context text,What is the result?,The model shows improved performance.
P417,Research Paper 417,This paper discusses AI model 417 and its performance.,Summary of paper 417 showing insights and results.,accuracy;performance,Author417,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P87,contradict,0.83,Evidence sentence showing relationship,P20,Citation context text,What is the result?,The model shows improved performance.
P418,Research Paper 418,This paper discusses AI model 418 and its performance.,Summary of paper 418 showing insights and results.,accuracy;performance,Author418,2023,AI,AI;ML,"[0.1,0.2,0.3]",U6,P19,support,0.82,Evidence sentence showing relationship,P283,Citation context text,What is the result?,The model shows improved performance.
P419,Research Paper 419,This paper discusses AI model 419 and its performance.,Summary of paper 419 showing insights and results.,accuracy;performance,Author419,2023,AI,AI;ML,"[0.1,0.2,0.3]",U8,P91,support,0.94,Evidence sentence showing relationship,P46,Citation context text,What is the result?,The model shows improved performance.
P420,Research Paper 420,This paper discusses AI model 420 and its performance.,Summary of paper 420 showing insights and results.,accuracy;performance,Author420,2021,AI,AI;ML,"[0.1,0.2,0.3]",U6,P295,neutral,0.89,Evidence sentence showing relationship,P104,Citation context text,What is the result?,The model shows improved performance.
P421,Research Paper 421,This paper discusses AI model 421 and its performance.,Summary of paper 421 showing insights and results.,accuracy;performance,Author421,2024,AI,AI;ML,"[0.1,0.2,0.3]",U3,P45,neutral,0.87,Evidence sentence showing relationship,P288,Citation context text,What is the result?,The model shows improved performance.
P422,Research Paper 422,This paper discusses AI model 422 and its performance.,Summary of paper 422 showing insights and results.,accuracy;performance,Author422,2023,AI,AI;ML,"[0.1,0.2,0.3]",U8,P169,contradict,0.89,Evidence sentence showing relationship,P316,Citation context text,What is the result?,The model shows improved performance.
P423,Research Paper 423,This paper discusses AI model 423 and its performance.,Summary of paper 423 showing insights and results.,accuracy;performance,Author423,2019,AI,AI;ML,"[0.1,0.2,0.3]",U2,P150,contradict,0.95,Evidence sentence showing relationship,P44,Citation context text,What is the result?,The model shows improved performance.
P424,Research Paper 424,This paper discusses AI model 424 and its performance.,Summary of paper 424 showing insights and results.,accuracy;performance,Author424,2021,AI,AI;ML,"[0.1,0.2,0.3]",U9,P183,support,0.84,Evidence sentence showing relationship,P159,Citation context text,What is the result?,The model shows improved performance.
P425,Research Paper 425,This paper discusses AI model 425 and its performance.,Summary of paper 425 showing insights and results.,accuracy;performance,Author425,2023,AI,AI;ML,"[0.1,0.2,0.3]",U10,P147,support,0.93,Evidence sentence showing relationship,P220,Citation context text,What is the result?,The model shows improved performance.
P426,Research Paper 426,This paper discusses AI model 426 and its performance.,Summary of paper 426 showing insights and results.,accuracy;performance,Author426,2022,AI,AI;ML,"[0.1,0.2,0.3]",U6,P183,support,0.94,Evidence sentence showing relationship,P90,Citation context text,What is the result?,The model shows improved performance.
P427,Research Paper 427,This paper discusses AI model 427 and its performance.,Summary of paper 427 showing insights and results.,accuracy;performance,Author427,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P365,contradict,0.93,Evidence sentence showing relationship,P249,Citation context text,What is the result?,The model shows improved performance.
P428,Research Paper 428,This paper discusses AI model 428 and its performance.,Summary of paper 428 showing insights and results.,accuracy;performance,Author428,2018,AI,AI;ML,"[0.1,0.2,0.3]",U5,P135,contradict,0.88,Evidence sentence showing relationship,P177,Citation context text,What is the result?,The model shows improved performance.
P429,Research Paper 429,This paper discusses AI model 429 and its performance.,Summary of paper 429 showing insights and results.,accuracy;performance,Author429,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P332,contradict,0.95,Evidence sentence showing relationship,P370,Citation context text,What is the result?,The model shows improved performance.
P430,Research Paper 430,This paper discusses AI model 430 and its performance.,Summary of paper 430 showing insights and results.,accuracy;performance,Author430,2023,AI,AI;ML,"[0.1,0.2,0.3]",U9,P249,neutral,0.82,Evidence sentence showing relationship,P74,Citation context text,What is the result?,The model shows improved performance.
P431,Research Paper 431,This paper discusses AI model 431 and its performance.,Summary of paper 431 showing insights and results.,accuracy;performance,Author431,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P330,contradict,0.95,Evidence sentence showing relationship,P217,Citation context text,What is the result?,The model shows improved performance.
P432,Research Paper 432,This paper discusses AI model 432 and its performance.,Summary of paper 432 showing insights and results.,accuracy;performance,Author432,2020,AI,AI;ML,"[0.1,0.2,0.3]",U4,P432,contradict,0.85,Evidence sentence showing relationship,P166,Citation context text,What is the result?,The model shows improved performance.
P433,Research Paper 433,This paper discusses AI model 433 and its performance.,Summary of paper 433 showing insights and results.,accuracy;performance,Author433,2018,AI,AI;ML,"[0.1,0.2,0.3]",U7,P160,support,0.9,Evidence sentence showing relationship,P247,Citation context text,What is the result?,The model shows improved performance.
P434,Research Paper 434,This paper discusses AI model 434 and its performance.,Summary of paper 434 showing insights and results.,accuracy;performance,Author434,2021,AI,AI;ML,"[0.1,0.2,0.3]",U3,P84,neutral,0.9,Evidence sentence showing relationship,P35,Citation context text,What is the result?,The model shows improved performance.
P435,Research Paper 435,This paper discusses AI model 435 and its performance.,Summary of paper 435 showing insights and results.,accuracy;performance,Author435,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P330,contradict,0.89,Evidence sentence showing relationship,P349,Citation context text,What is the result?,The model shows improved performance.
P436,Research Paper 436,This paper discusses AI model 436 and its performance.,Summary of paper 436 showing insights and results.,accuracy;performance,Author436,2018,AI,AI;ML,"[0.1,0.2,0.3]",U3,P379,support,0.84,Evidence sentence showing relationship,P427,Citation context text,What is the result?,The model shows improved performance.
P437,Research Paper 437,This paper discusses AI model 437 and its performance.,Summary of paper 437 showing insights and results.,accuracy;performance,Author437,2023,AI,AI;ML,"[0.1,0.2,0.3]",U3,P385,support,0.97,Evidence sentence showing relationship,P56,Citation context text,What is the result?,The model shows improved performance.
P438,Research Paper 438,This paper discusses AI model 438 and its performance.,Summary of paper 438 showing insights and results.,accuracy;performance,Author438,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P70,support,0.94,Evidence sentence showing relationship,P256,Citation context text,What is the result?,The model shows improved performance.
P439,Research Paper 439,This paper discusses AI model 439 and its performance.,Summary of paper 439 showing insights and results.,accuracy;performance,Author439,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P24,support,0.95,Evidence sentence showing relationship,P43,Citation context text,What is the result?,The model shows improved performance.
P440,Research Paper 440,This paper discusses AI model 440 and its performance.,Summary of paper 440 showing insights and results.,accuracy;performance,Author440,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P63,support,0.84,Evidence sentence showing relationship,P389,Citation context text,What is the result?,The model shows improved performance.
P441,Research Paper 441,This paper discusses AI model 441 and its performance.,Summary of paper 441 showing insights and results.,accuracy;performance,Author441,2018,AI,AI;ML,"[0.1,0.2,0.3]",U4,P350,neutral,0.87,Evidence sentence showing relationship,P126,Citation context text,What is the result?,The model shows improved performance.
P442,Research Paper 442,This paper discusses AI model 442 and its performance.,Summary of paper 442 showing insights and results.,accuracy;performance,Author442,2020,AI,AI;ML,"[0.1,0.2,0.3]",U2,P488,neutral,0.88,Evidence sentence showing relationship,P425,Citation context text,What is the result?,The model shows improved performance.
P443,Research Paper 443,This paper discusses AI model 443 and its performance.,Summary of paper 443 showing insights and results.,accuracy;performance,Author443,2018,AI,AI;ML,"[0.1,0.2,0.3]",U4,P254,support,0.94,Evidence sentence showing relationship,P69,Citation context text,What is the result?,The model shows improved performance.
P444,Research Paper 444,This paper discusses AI model 444 and its performance.,Summary of paper 444 showing insights and results.,accuracy;performance,Author444,2023,AI,AI;ML,"[0.1,0.2,0.3]",U10,P138,support,0.92,Evidence sentence showing relationship,P208,Citation context text,What is the result?,The model shows improved performance.
P445,Research Paper 445,This paper discusses AI model 445 and its performance.,Summary of paper 445 showing insights and results.,accuracy;performance,Author445,2020,AI,AI;ML,"[0.1,0.2,0.3]",U5,P317,neutral,0.96,Evidence sentence showing relationship,P360,Citation context text,What is the result?,The model shows improved performance.
P446,Research Paper 446,This paper discusses AI model 446 and its performance.,Summary of paper 446 showing insights and results.,accuracy;performance,Author446,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P146,neutral,0.89,Evidence sentence showing relationship,P37,Citation context text,What is the result?,The model shows improved performance.
P447,Research Paper 447,This paper discusses AI model 447 and its performance.,Summary of paper 447 showing insights and results.,accuracy;performance,Author447,2018,AI,AI;ML,"[0.1,0.2,0.3]",U3,P412,contradict,0.92,Evidence sentence showing relationship,P266,Citation context text,What is the result?,The model shows improved performance.
P448,Research Paper 448,This paper discusses AI model 448 and its performance.,Summary of paper 448 showing insights and results.,accuracy;performance,Author448,2019,AI,AI;ML,"[0.1,0.2,0.3]",U5,P92,support,0.97,Evidence sentence showing relationship,P132,Citation context text,What is the result?,The model shows improved performance.
P449,Research Paper 449,This paper discusses AI model 449 and its performance.,Summary of paper 449 showing insights and results.,accuracy;performance,Author449,2019,AI,AI;ML,"[0.1,0.2,0.3]",U9,P20,contradict,0.84,Evidence sentence showing relationship,P62,Citation context text,What is the result?,The model shows improved performance.
P450,Research Paper 450,This paper discusses AI model 450 and its performance.,Summary of paper 450 showing insights and results.,accuracy;performance,Author450,2024,AI,AI;ML,"[0.1,0.2,0.3]",U6,P210,support,0.96,Evidence sentence showing relationship,P10,Citation context text,What is the result?,The model shows improved performance.
P451,Research Paper 451,This paper discusses AI model 451 and its performance.,Summary of paper 451 showing insights and results.,accuracy;performance,Author451,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P141,neutral,0.82,Evidence sentence showing relationship,P415,Citation context text,What is the result?,The model shows improved performance.
P452,Research Paper 452,This paper discusses AI model 452 and its performance.,Summary of paper 452 showing insights and results.,accuracy;performance,Author452,2018,AI,AI;ML,"[0.1,0.2,0.3]",U2,P161,contradict,0.82,Evidence sentence showing relationship,P49,Citation context text,What is the result?,The model shows improved performance.
P453,Research Paper 453,This paper discusses AI model 453 and its performance.,Summary of paper 453 showing insights and results.,accuracy;performance,Author453,2022,AI,AI;ML,"[0.1,0.2,0.3]",U4,P357,contradict,0.97,Evidence sentence showing relationship,P57,Citation context text,What is the result?,The model shows improved performance.
P454,Research Paper 454,This paper discusses AI model 454 and its performance.,Summary of paper 454 showing insights and results.,accuracy;performance,Author454,2018,AI,AI;ML,"[0.1,0.2,0.3]",U7,P227,support,0.93,Evidence sentence showing relationship,P84,Citation context text,What is the result?,The model shows improved performance.
P455,Research Paper 455,This paper discusses AI model 455 and its performance.,Summary of paper 455 showing insights and results.,accuracy;performance,Author455,2021,AI,AI;ML,"[0.1,0.2,0.3]",U8,P216,contradict,0.89,Evidence sentence showing relationship,P72,Citation context text,What is the result?,The model shows improved performance.
P456,Research Paper 456,This paper discusses AI model 456 and its performance.,Summary of paper 456 showing insights and results.,accuracy;performance,Author456,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P38,support,0.94,Evidence sentence showing relationship,P33,Citation context text,What is the result?,The model shows improved performance.
P457,Research Paper 457,This paper discusses AI model 457 and its performance.,Summary of paper 457 showing insights and results.,accuracy;performance,Author457,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P180,contradict,0.87,Evidence sentence showing relationship,P282,Citation context text,What is the result?,The model shows improved performance.
P458,Research Paper 458,This paper discusses AI model 458 and its performance.,Summary of paper 458 showing insights and results.,accuracy;performance,Author458,2019,AI,AI;ML,"[0.1,0.2,0.3]",U5,P300,neutral,0.92,Evidence sentence showing relationship,P489,Citation context text,What is the result?,The model shows improved performance.
P459,Research Paper 459,This paper discusses AI model 459 and its performance.,Summary of paper 459 showing insights and results.,accuracy;performance,Author459,2019,AI,AI;ML,"[0.1,0.2,0.3]",U1,P473,support,0.93,Evidence sentence showing relationship,P369,Citation context text,What is the result?,The model shows improved performance.
P460,Research Paper 460,This paper discusses AI model 460 and its performance.,Summary of paper 460 showing insights and results.,accuracy;performance,Author460,2022,AI,AI;ML,"[0.1,0.2,0.3]",U6,P171,neutral,0.95,Evidence sentence showing relationship,P70,Citation context text,What is the result?,The model shows improved performance.
P461,Research Paper 461,This paper discusses AI model 461 and its performance.,Summary of paper 461 showing insights and results.,accuracy;performance,Author461,2018,AI,AI;ML,"[0.1,0.2,0.3]",U5,P256,neutral,0.97,Evidence sentence showing relationship,P164,Citation context text,What is the result?,The model shows improved performance.
P462,Research Paper 462,This paper discusses AI model 462 and its performance.,Summary of paper 462 showing insights and results.,accuracy;performance,Author462,2022,AI,AI;ML,"[0.1,0.2,0.3]",U2,P74,support,0.96,Evidence sentence showing relationship,P470,Citation context text,What is the result?,The model shows improved performance.
P463,Research Paper 463,This paper discusses AI model 463 and its performance.,Summary of paper 463 showing insights and results.,accuracy;performance,Author463,2021,AI,AI;ML,"[0.1,0.2,0.3]",U5,P151,support,0.98,Evidence sentence showing relationship,P253,Citation context text,What is the result?,The model shows improved performance.
P464,Research Paper 464,This paper discusses AI model 464 and its performance.,Summary of paper 464 showing insights and results.,accuracy;performance,Author464,2022,AI,AI;ML,"[0.1,0.2,0.3]",U7,P222,support,0.94,Evidence sentence showing relationship,P77,Citation context text,What is the result?,The model shows improved performance.
P465,Research Paper 465,This paper discusses AI model 465 and its performance.,Summary of paper 465 showing insights and results.,accuracy;performance,Author465,2022,AI,AI;ML,"[0.1,0.2,0.3]",U9,P431,neutral,0.95,Evidence sentence showing relationship,P317,Citation context text,What is the result?,The model shows improved performance.
P466,Research Paper 466,This paper discusses AI model 466 and its performance.,Summary of paper 466 showing insights and results.,accuracy;performance,Author466,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P476,neutral,0.84,Evidence sentence showing relationship,P185,Citation context text,What is the result?,The model shows improved performance.
P467,Research Paper 467,This paper discusses AI model 467 and its performance.,Summary of paper 467 showing insights and results.,accuracy;performance,Author467,2019,AI,AI;ML,"[0.1,0.2,0.3]",U9,P245,neutral,0.88,Evidence sentence showing relationship,P311,Citation context text,What is the result?,The model shows improved performance.
P468,Research Paper 468,This paper discusses AI model 468 and its performance.,Summary of paper 468 showing insights and results.,accuracy;performance,Author468,2021,AI,AI;ML,"[0.1,0.2,0.3]",U5,P60,contradict,0.97,Evidence sentence showing relationship,P439,Citation context text,What is the result?,The model shows improved performance.
P469,Research Paper 469,This paper discusses AI model 469 and its performance.,Summary of paper 469 showing insights and results.,accuracy;performance,Author469,2019,AI,AI;ML,"[0.1,0.2,0.3]",U3,P250,support,0.89,Evidence sentence showing relationship,P465,Citation context text,What is the result?,The model shows improved performance.
P470,Research Paper 470,This paper discusses AI model 470 and its performance.,Summary of paper 470 showing insights and results.,accuracy;performance,Author470,2023,AI,AI;ML,"[0.1,0.2,0.3]",U4,P472,neutral,0.84,Evidence sentence showing relationship,P121,Citation context text,What is the result?,The model shows improved performance.
P471,Research Paper 471,This paper discusses AI model 471 and its performance.,Summary of paper 471 showing insights and results.,accuracy;performance,Author471,2018,AI,AI;ML,"[0.1,0.2,0.3]",U7,P111,neutral,0.86,Evidence sentence showing relationship,P400,Citation context text,What is the result?,The model shows improved performance.
P472,Research Paper 472,This paper discusses AI model 472 and its performance.,Summary of paper 472 showing insights and results.,accuracy;performance,Author472,2021,AI,AI;ML,"[0.1,0.2,0.3]",U6,P478,support,0.94,Evidence sentence showing relationship,P77,Citation context text,What is the result?,The model shows improved performance.
P473,Research Paper 473,This paper discusses AI model 473 and its performance.,Summary of paper 473 showing insights and results.,accuracy;performance,Author473,2018,AI,AI;ML,"[0.1,0.2,0.3]",U1,P203,neutral,0.81,Evidence sentence showing relationship,P70,Citation context text,What is the result?,The model shows improved performance.
P474,Research Paper 474,This paper discusses AI model 474 and its performance.,Summary of paper 474 showing insights and results.,accuracy;performance,Author474,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P491,support,0.96,Evidence sentence showing relationship,P475,Citation context text,What is the result?,The model shows improved performance.
P475,Research Paper 475,This paper discusses AI model 475 and its performance.,Summary of paper 475 showing insights and results.,accuracy;performance,Author475,2021,AI,AI;ML,"[0.1,0.2,0.3]",U4,P355,neutral,0.89,Evidence sentence showing relationship,P309,Citation context text,What is the result?,The model shows improved performance.
P476,Research Paper 476,This paper discusses AI model 476 and its performance.,Summary of paper 476 showing insights and results.,accuracy;performance,Author476,2023,AI,AI;ML,"[0.1,0.2,0.3]",U2,P147,neutral,0.89,Evidence sentence showing relationship,P338,Citation context text,What is the result?,The model shows improved performance.
P477,Research Paper 477,This paper discusses AI model 477 and its performance.,Summary of paper 477 showing insights and results.,accuracy;performance,Author477,2020,AI,AI;ML,"[0.1,0.2,0.3]",U6,P5,neutral,0.91,Evidence sentence showing relationship,P202,Citation context text,What is the result?,The model shows improved performance.
P478,Research Paper 478,This paper discusses AI model 478 and its performance.,Summary of paper 478 showing insights and results.,accuracy;performance,Author478,2018,AI,AI;ML,"[0.1,0.2,0.3]",U2,P411,contradict,0.82,Evidence sentence showing relationship,P135,Citation context text,What is the result?,The model shows improved performance.
P479,Research Paper 479,This paper discusses AI model 479 and its performance.,Summary of paper 479 showing insights and results.,accuracy;performance,Author479,2019,AI,AI;ML,"[0.1,0.2,0.3]",U3,P167,neutral,0.93,Evidence sentence showing relationship,P188,Citation context text,What is the result?,The model shows improved performance.
P480,Research Paper 480,This paper discusses AI model 480 and its performance.,Summary of paper 480 showing insights and results.,accuracy;performance,Author480,2024,AI,AI;ML,"[0.1,0.2,0.3]",U9,P319,contradict,0.83,Evidence sentence showing relationship,P104,Citation context text,What is the result?,The model shows improved performance.
P481,Research Paper 481,This paper discusses AI model 481 and its performance.,Summary of paper 481 showing insights and results.,accuracy;performance,Author481,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P18,contradict,0.86,Evidence sentence showing relationship,P361,Citation context text,What is the result?,The model shows improved performance.
P482,Research Paper 482,This paper discusses AI model 482 and its performance.,Summary of paper 482 showing insights and results.,accuracy;performance,Author482,2022,AI,AI;ML,"[0.1,0.2,0.3]",U2,P136,contradict,0.88,Evidence sentence showing relationship,P397,Citation context text,What is the result?,The model shows improved performance.
P483,Research Paper 483,This paper discusses AI model 483 and its performance.,Summary of paper 483 showing insights and results.,accuracy;performance,Author483,2021,AI,AI;ML,"[0.1,0.2,0.3]",U6,P389,contradict,0.97,Evidence sentence showing relationship,P240,Citation context text,What is the result?,The model shows improved performance.
P484,Research Paper 484,This paper discusses AI model 484 and its performance.,Summary of paper 484 showing insights and results.,accuracy;performance,Author484,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P44,support,0.94,Evidence sentence showing relationship,P298,Citation context text,What is the result?,The model shows improved performance.
P485,Research Paper 485,This paper discusses AI model 485 and its performance.,Summary of paper 485 showing insights and results.,accuracy;performance,Author485,2024,AI,AI;ML,"[0.1,0.2,0.3]",U6,P175,neutral,0.97,Evidence sentence showing relationship,P455,Citation context text,What is the result?,The model shows improved performance.
P486,Research Paper 486,This paper discusses AI model 486 and its performance.,Summary of paper 486 showing insights and results.,accuracy;performance,Author486,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P124,support,0.95,Evidence sentence showing relationship,P354,Citation context text,What is the result?,The model shows improved performance.
P487,Research Paper 487,This paper discusses AI model 487 and its performance.,Summary of paper 487 showing insights and results.,accuracy;performance,Author487,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P490,support,0.94,Evidence sentence showing relationship,P26,Citation context text,What is the result?,The model shows improved performance.
P488,Research Paper 488,This paper discusses AI model 488 and its performance.,Summary of paper 488 showing insights and results.,accuracy;performance,Author488,2019,AI,AI;ML,"[0.1,0.2,0.3]",U4,P462,support,0.91,Evidence sentence showing relationship,P470,Citation context text,What is the result?,The model shows improved performance.
P489,Research Paper 489,This paper discusses AI model 489 and its performance.,Summary of paper 489 showing insights and results.,accuracy;performance,Author489,2019,AI,AI;ML,"[0.1,0.2,0.3]",U2,P119,contradict,0.97,Evidence sentence showing relationship,P255,Citation context text,What is the result?,The model shows improved performance.
P490,Research Paper 490,This paper discusses AI model 490 and its performance.,Summary of paper 490 showing insights and results.,accuracy;performance,Author490,2023,AI,AI;ML,"[0.1,0.2,0.3]",U6,P269,contradict,0.91,Evidence sentence showing relationship,P23,Citation context text,What is the result?,The model shows improved performance.
P491,Research Paper 491,This paper discusses AI model 491 and its performance.,Summary of paper 491 showing insights and results.,accuracy;performance,Author491,2022,AI,AI;ML,"[0.1,0.2,0.3]",U8,P422,support,0.8,Evidence sentence showing relationship,P159,Citation context text,What is the result?,The model shows improved performance.
P492,Research Paper 492,This paper discusses AI model 492 and its performance.,Summary of paper 492 showing insights and results.,accuracy;performance,Author492,2019,AI,AI;ML,"[0.1,0.2,0.3]",U9,P333,neutral,0.98,Evidence sentence showing relationship,P497,Citation context text,What is the result?,The model shows improved performance.
P493,Research Paper 493,This paper discusses AI model 493 and its performance.,Summary of paper 493 showing insights and results.,accuracy;performance,Author493,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P468,contradict,0.85,Evidence sentence showing relationship,P204,Citation context text,What is the result?,The model shows improved performance.
P494,Research Paper 494,This paper discusses AI model 494 and its performance.,Summary of paper 494 showing insights and results.,accuracy;performance,Author494,2021,AI,AI;ML,"[0.1,0.2,0.3]",U8,P437,support,0.97,Evidence sentence showing relationship,P237,Citation context text,What is the result?,The model shows improved performance.
P495,Research Paper 495,This paper discusses AI model 495 and its performance.,Summary of paper 495 showing insights and results.,accuracy;performance,Author495,2019,AI,AI;ML,"[0.1,0.2,0.3]",U4,P392,support,0.94,Evidence sentence showing relationship,P179,Citation context text,What is the result?,The model shows improved performance.
P496,Research Paper 496,This paper discusses AI model 496 and its performance.,Summary of paper 496 showing insights and results.,accuracy;performance,Author496,2023,AI,AI;ML,"[0.1,0.2,0.3]",U9,P22,contradict,0.96,Evidence sentence showing relationship,P443,Citation context text,What is the result?,The model shows improved performance.
P497,Research Paper 497,This paper discusses AI model 497 and its performance.,Summary of paper 497 showing insights and results.,accuracy;performance,Author497,2024,AI,AI;ML,"[0.1,0.2,0.3]",U9,P399,contradict,0.91,Evidence sentence showing relationship,P4,Citation context text,What is the result?,The model shows improved performance.
P498,Research Paper 498,This paper discusses AI model 498 and its performance.,Summary of paper 498 showing insights and results.,accuracy;performance,Author498,2023,AI,AI;ML,"[0.1,0.2,0.3]",U2,P169,support,0.84,Evidence sentence showing relationship,P111,Citation context text,What is the result?,The model shows improved performance.
P499,Research Paper 499,This paper discusses AI model 499 and its performance.,Summary of paper 499 showing insights and results.,accuracy;performance,Author499,2018,AI,AI;ML,"[0.1,0.2,0.3]",U9,P153,contradict,0.9,Evidence sentence showing relationship,P457,Citation context text,What is the result?,The model shows improved performance.
P500,Research Paper 500,This paper discusses AI model 500 and its performance.,Summary of paper 500 showing insights and results.,accuracy;performance,Author500,2022,AI,AI;ML,"[0.1,0.2,0.3]",U9,P422,contradict,0.87,Evidence sentence showing relationship,P30,Citation context text,What is the result?,The model shows improved performance.
